Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
747,Werik,br BRA,FW,Bragantino,20,2001,8,7,515,5.7,3,1,4,3,0,0,4,0,2.6,2.6,0.8,3.4,5,5,34,0.52,0.17,0.70,0.52,0.70,0.46,0.14,0.60,0.46,0.60,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,2,0,29,0.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,3,5,3.10,0.00,3.10,3.10,3.10,0.71,0.00,0.71,0.71,0.71,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,2,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,19,6,649,7.2,1,1,2,1,0,0,2,0,2.3,2.3,1.1,3.4,34,32,73,0.14,0.14,0.28,0.14,0.28,0.32,0.16,0.48,0.32,0.48,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.18,0.25,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.06,0.06,0.00,0.06,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,28,3,474,5.3,3,1,4,3,0,0,2,0,1.5,1.5,0.5,2.0,8,14,36,0.57,0.19,0.76,0.57,0.76,0.29,0.09,0.38,0.29,0.38,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,14,10,828,9.2,0,2,2,0,0,0,1,0,0.7,0.7,1.3,1.9,46,48,77,0.00,0.22,0.22,0.00,0.22,0.07,0.14,0.21,0.07,0.21,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,5,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,33,32,2826,31.4,2,2,4,2,0,0,5,0,1.7,1.7,4.0,5.8,66,141,138,0.06,0.06,0.13,0.06,0.13,0.05,0.13,0.18,0.05,0.18,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,21,15,1131,12.6,0,0,0,0,0,0,3,0,2.0,2.0,1.4,3.4,19,38,76,0.00,0.00,0.00,0.00,0.00,0.16,0.11,0.27,0.16,0.27,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,11,7,625,6.9,3,0,3,3,0,0,0,0,1.3,1.3,0.3,1.5,6,11,22,0.43,0.00,0.43,0.43,0.43,0.18,0.04,0.22,0.18,0.22,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,2,1,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,6,14,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,28,26,2004,22.3,3,0,3,3,0,0,8,0,3.3,3.3,1.4,4.7,32,102,37,0.13,0.00,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,26,24,1884,20.9,2,2,4,2,0,0,3,0,3.9,3.9,1.9,5.7,22,90,122,0.10,0.10,0.19,0.10,0.19,0.18,0.09,0.27,0.18,0.27,
